i_max, j_max, k_max
6000, 6000, 300

Extrema { x_min: -24.87702, x_max: 24.877022, y_min: -4.944555, y_max: 4.944555, z_min: -2.9968526, z_max: 3.9958036 }

ExtremaIJK { x_min: IJK { i: 2936, j: 3006, k: 150 }, x_max: IJK { i: 3060, j: 3001, k: 151 }, y_min: IJK { i: 2955, j: 2985, k: 147 }, y_max: IJK { i: 2943, j: 3015, k: 141 }, z_min: IJK { i: 2953, j: 2995, k: 141 }, z_max: IJK { i: 3014, j: 3001, k: 162 } }

Stacking pos:
[-144, -143, -142, -141, -140, -139, -138, -137, -136, -135, -134, -133, -132, -131, -130, -129, -128, -127, -126, -125, -124, -123, -122, -121, -120, -119, -118, -117, -116, -115, -114, -113, -112, -111, -110, -109, -108, -107, -106, -105, -104, -103, -102, -101, -100, -99, -98, -97, -96, -95, -94, -93, -92, -91, -90, -89, -88, -87, -86, -85, -84, -83, -82, -81, -80, -79, -78, -77, -76, -75, -74, -73, -72, -71, -70, -69, -68, -67, -66, -65, -64, -63, -62, -61, -60, -59, -58, -57, -56, -55, -54, -53, -52, -51, -50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -40, -39, -38, -37, -36, -35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 2, 1, 0, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147]

Stacking shift_j:
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]

Bulk atoms:
a, b, c, d, surface
42, 10, 5, 0, 0
43, 10, 5, 0, 0
44, 10, 5, 0, 0
45, 10, 5, 0, 0
46, 10, 5, 0, 0
47, 10, 5, 0, 0
48, 10, 5, 0, 0
49, 10, 5, 0, 0
50, 10, 5, 0, 1
-64, 11, 5, 0, 1
-63, 11, 5, 0, 1
-62, 11, 5, 0, 1
-61, 11, 5, 0, 1
-60, 11, 5, 0, 1
-59, 11, 5, 0, 1
-58, 11, 5, 0, 1
-57, 11, 5, 0, 1
-56, 11, 5, 0, 1
-55, 11, 5, 0, 1
-54, 11, 5, 0, 1
-53, 11, 5, 0, 1
-52, 11, 5, 0, 1
-51, 11, 5, 0, 1
-50, 11, 5, 0, 1
-49, 11, 5, 0, 1
-48, 11, 5, 0, 1
-47, 11, 5, 0, 1
-46, 11, 5, 0, 1
-45, 11, 5, 0, 1
-44, 11, 5, 0, 1
-43, 11, 5, 0, 1
-42, 11, 5, 0, 1
-41, 11, 5, 0, 1
-40, 11, 5, 0, 1
-39, 11, 5, 0, 1
-38, 11, 5, 0, 1
-37, 11, 5, 0, 1
-36, 11, 5, 0, 1
-35, 11, 5, 0, 1
-34, 11, 5, 0, 1
-33, 11, 5, 0, 1
-32, 11, 5, 0, 1
-31, 11, 5, 0, 1
-30, 11, 5, 0, 1
-29, 11, 5, 0, 1
-28, 11, 5, 0, 1
-27, 11, 5, 0, 1
-26, 11, 5, 0, 1
-25, 11, 5, 0, 1
9, 11, 5, 0, 1
10, 11, 5, 0, 1
11, 11, 5, 0, 0
12, 11, 5, 0, 0
13, 11, 5, 0, 1
14, 11, 5, 0, 0
15, 11, 5, 0, 0
16, 11, 5, 0, 0
17, 11, 5, 0, 0
18, 11, 5, 0, 0
19, 11, 5, 0, 0
20, 11, 5, 0, 0
21, 11, 5, 0, 0
22, 11, 5, 0, 0
23, 11, 5, 0, 0
24, 11, 5, 0, 0
25, 11, 5, 0, 0
26, 11, 5, 0, 0
27, 11, 5, 0, 0
28, 11, 5, 0, 0
29, 11, 5, 0, 0
30, 11, 5, 0, 0
31, 11, 5, 0, 0
32, 11, 5, 0, 0
33, 11, 5, 0, 0
34, 11, 5, 0, 0
35, 11, 5, 0, 0
36, 11, 5, 0, 0
37, 11, 5, 0, 0
38, 11, 5, 0, 0
39, 11, 5, 0, 0
40, 11, 5, 0, 0
41, 11, 5, 0, 0
42, 11, 5, 0, 0
43, 11, 5, 0, 0
44, 11, 5, 0, 0
45, 11, 5, 0, 0
46, 11, 5, 0, 0
47, 11, 5, 0, 0
48, 11, 5, 0, 1
49, 11, 5, 0, 1
10, 12, 5, 0, 1
11, 12, 5, 0, 1
12, 12, 5, 0, 1
13, 12, 5, 0, 1
14, 12, 5, 0, 1
15, 12, 5, 0, 1
16, 12, 5, 0, 1
17, 12, 5, 0, 1
18, 12, 5, 0, 1
19, 12, 5, 0, 1
20, 12, 5, 0, 1
21, 12, 5, 0, 1
22, 12, 5, 0, 1
23, 12, 5, 0, 1
24, 12, 5, 0, 1
25, 12, 5, 0, 1
26, 12, 5, 0, 1
27, 12, 5, 0, 1
28, 12, 5, 0, 1
29, 12, 5, 0, 1
30, 12, 5, 0, 1
31, 12, 5, 0, 1
32, 12, 5, 0, 1
33, 12, 5, 0, 1
34, 12, 5, 0, 1
35, 12, 5, 0, 1
36, 12, 5, 0, 1
37, 12, 5, 0, 1
38, 12, 5, 0, 1
39, 12, 5, 0, 1
40, 12, 5, 0, 1
41, 12, 5, 0, 1
42, 12, 5, 0, 1
43, 12, 5, 0, 1
44, 12, 5, 0, 1
45, 12, 5, 0, 1
46, 12, 5, 0, 1
47, 12, 5, 0, 1
23, -14, 6, 0, 1
24, -14, 6, 0, 1
26, -14, 6, 0, 1
27, -14, 6, 0, 1
28, -14, 6, 0, 1
29, -14, 6, 0, 1
30, -14, 6, 0, 1
31, -14, 6, 0, 1
32, -14, 6, 0, 1
33, -14, 6, 0, 1
34, -14, 6, 0, 1
35, -14, 6, 0, 1
36, -14, 6, 0, 1
37, -14, 6, 0, 1
38, -14, 6, 0, 1
39, -14, 6, 0, 1
40, -14, 6, 0, 1
41, -14, 6, 0, 1
42, -14, 6, 0, 1
43, -14, 6, 0, 1
44, -14, 6, 0, 1
45, -14, 6, 0, 1
46, -14, 6, 0, 1
47, -14, 6, 0, 1
48, -14, 6, 0, 1
49, -14, 6, 0, 1
50, -14, 6, 0, 1
51, -14, 6, 0, 1
52, -14, 6, 0, 1
53, -14, 6, 0, 1
54, -14, 6, 0, 1
55, -14, 6, 0, 1
56, -14, 6, 0, 1
57, -14, 6, 0, 1
58, -14, 6, 0, 1
59, -14, 6, 0, 1
-52, -13, 6, 0, 1
-51, -13, 6, 0, 1
-50, -13, 6, 0, 1
-49, -13, 6, 0, 1
-48, -13, 6, 0, 1
-47, -13, 6, 0, 1
-46, -13, 6, 0, 1
-45, -13, 6, 0, 1
-44, -13, 6, 0, 1
-43, -13, 6, 0, 1
-42, -13, 6, 0, 1
-41, -13, 6, 0, 1
-40, -13, 6, 0, 1
-39, -13, 6, 0, 1
-38, -13, 6, 0, 1
-37, -13, 6, 0, 1
-36, -13, 6, 0, 1
-35, -13, 6, 0, 1
-34, -13, 6, 0, 1
-33, -13, 6, 0, 1
-32, -13, 6, 0, 1
-31, -13, 6, 0, 1
-30, -13, 6, 0, 1
-29, -13, 6, 0, 1
-28, -13, 6, 0, 1
-27, -13, 6, 0, 1
-26, -13, 6, 0, 1
-25, -13, 6, 0, 1
-24, -13, 6, 0, 1
-23, -13, 6, 0, 1
-22, -13, 6, 0, 1
-21, -13, 6, 0, 1
-20, -13, 6, 0, 1
-19, -13, 6, 0, 1
-18, -13, 6, 0, 1
-17, -13, 6, 0, 1
-16, -13, 6, 0, 1
-15, -13, 6, 0, 1
20, -13, 6, 0, 1
21, -13, 6, 0, 1
22, -13, 6, 0, 1
23, -13, 6, 0, 0
24, -13, 6, 0, 1
25, -13, 6, 0, 1
26, -13, 6, 0, 0
27, -13, 6, 0, 0
28, -13, 6, 0, 0
29, -13, 6, 0, 0
30, -13, 6, 0, 0
31, -13, 6, 0, 0
32, -13, 6, 0, 0
33, -13, 6, 0, 0
34, -13, 6, 0, 0
35, -13, 6, 0, 0
36, -13, 6, 0, 0
37, -13, 6, 0, 0
38, -13, 6, 0, 0
39, -13, 6, 0, 0
40, -13, 6, 0, 0
41, -13, 6, 0, 0
42, -13, 6, 0, 0
43, -13, 6, 0, 0
44, -13, 6, 0, 0
45, -13, 6, 0, 0
46, -13, 6, 0, 0
47, -13, 6, 0, 0
48, -13, 6, 0, 0
49, -13, 6, 0, 0
50, -13, 6, 0, 0
51, -13, 6, 0, 0
52, -13, 6, 0, 0
53, -13, 6, 0, 0
54, -13, 6, 0, 0
55, -13, 6, 0, 0
56, -13, 6, 0, 0
57, -13, 6, 0, 0
58, -13, 6, 0, 0
59, -13, 6, 0, 1
60, -13, 6, 0, 1
-54, -12, 6, 0, 1
-53, -12, 6, 0, 1
-52, -12, 6, 0, 1
-51, -12, 6, 0, 1
-50, -12, 6, 0, 1
-49, -12, 6, 0, 1
-48, -12, 6, 0, 1
-47, -12, 6, 0, 1
-46, -12, 6, 0, 1
-45, -12, 6, 0, 1
-44, -12, 6, 0, 1
-43, -12, 6, 0, 1
-42, -12, 6, 0, 1
-41, -12, 6, 0, 1
-40, -12, 6, 0, 1
-39, -12, 6, 0, 1
-38, -12, 6, 0, 1
-37, -12, 6, 0, 1
-36, -12, 6, 0, 1
-35, -12, 6, 0, 1
-34, -12, 6, 0, 1
-33, -12, 6, 0, 1
-32, -12, 6, 0, 1
-31, -12, 6, 0, 1
-30, -12, 6, 0, 1
-29, -12, 6, 0, 1
-28, -12, 6, 0, 1
-27, -12, 6, 0, 1
-26, -12, 6, 0, 1
-25, -12, 6, 0, 1
-24, -12, 6, 0, 1
-23, -12, 6, 0, 1
-22, -12, 6, 0, 1
-21, -12, 6, 0, 1
-20, -12, 6, 0, 1
-19, -12, 6, 0, 1
-18, -12, 6, 0, 1
-17, -12, 6, 0, 1
-16, -12, 6, 0, 1
-15, -12, 6, 0, 1
-14, -12, 6, 0, 1
19, -12, 6, 0, 1
20, -12, 6, 0, 0
21, -12, 6, 0, 0
22, -12, 6, 0, 0
23, -12, 6, 0, 1
25, -12, 6, 0, 1
26, -12, 6, 0, 0
27, -12, 6, 0, 0
28, -12, 6, 0, 0
29, -12, 6, 0, 0
30, -12, 6, 0, 0
31, -12, 6, 0, 0
32, -12, 6, 0, 0
33, -12, 6, 0, 0
34, -12, 6, 0, 0
35, -12, 6, 0, 0
36, -12, 6, 0, 0
37, -12, 6, 0, 0
38, -12, 6, 0, 0
39, -12, 6, 0, 0
40, -12, 6, 0, 0
41, -12, 6, 0, 0
42, -12, 6, 0, 0
43, -12, 6, 0, 0
44, -12, 6, 0, 0
45, -12, 6, 0, 0
46, -12, 6, 0, 0
47, -12, 6, 0, 0
48, -12, 6, 0, 0
49, -12, 6, 0, 0
50, -12, 6, 0, 0
51, -12, 6, 0, 0
52, -12, 6, 0, 0
53, -12, 6, 0, 0
54, -12, 6, 0, 0
55, -12, 6, 0, 0
56, -12, 6, 0, 0
57, -12, 6, 0, 0
58, -12, 6, 0, 0
59, -12, 6, 0, 0
60, -12, 6, 0, 1
61, -12, 6, 0, 1
-55, -11, 6, 0, 1
-54, -11, 6, 0, 1
-53, -11, 6, 0, 0
-52, -11, 6, 0, 0
-51, -11, 6, 0, 0
-50, -11, 6, 0, 0
-49, -11, 6, 0, 0
-48, -11, 6, 0, 0
-47, -11, 6, 0, 0
-46, -11, 6, 0, 0
-45, -11, 6, 0, 0
-44, -11, 6, 0, 0
-43, -11, 6, 0, 0
-42, -11, 6, 0, 0
-41, -11, 6, 0, 0
-40, -11, 6, 0, 0
-39, -11, 6, 0, 0
-38, -11, 6, 0, 0
-37, -11, 6, 0, 0
-36, -11, 6, 0, 0
-35, -11, 6, 0, 0
-34, -11, 6, 0, 0
-33, -11, 6, 0, 0
-32, -11, 6, 0, 0
-31, -11, 6, 0, 0
-30, -11, 6, 0, 0
-29, -11, 6, 0, 0
-28, -11, 6, 0, 0
-27, -11, 6, 0, 0
-26, -11, 6, 0, 0
-25, -11, 6, 0, 0
-24, -11, 6, 0, 0
-23, -11, 6, 0, 0
-22, -11, 6, 0, 0
-21, -11, 6, 0, 0
-20, -11, 6, 0, 0
-19, -11, 6, 0, 0
-18, -11, 6, 0, 0
-17, -11, 6, 0, 0
-16, -11, 6, 0, 0
-15, -11, 6, 0, 0
-14, -11, 6, 0, 1
-13, -11, 6, 0, 1
18, -11, 6, 0, 1
19, -11, 6, 0, 0
20, -11, 6, 0, 0
21, -11, 6, 0, 0
22, -11, 6, 0, 0
23, -11, 6, 0, 1
24, -11, 6, 0, 1
25, -11, 6, 0, 0
26, -11, 6, 0, 0
27, -11, 6, 0, 0
28, -11, 6, 0, 0
29, -11, 6, 0, 0
30, -11, 6, 0, 0
31, -11, 6, 0, 0
32, -11, 6, 0, 0
33, -11, 6, 0, 0
34, -11, 6, 0, 0
35, -11, 6, 0, 0
36, -11, 6, 0, 0
37, -11, 6, 0, 0
38, -11, 6, 0, 0
39, -11, 6, 0, 0
40, -11, 6, 0, 0
41, -11, 6, 0, 0
42, -11, 6, 0, 0
43, -11, 6, 0, 0
44, -11, 6, 0, 0
45, -11, 6, 0, 0
46, -11, 6, 0, 0
47, -11, 6, 0, 0
48, -11, 6, 0, 0
49, -11, 6, 0, 0
50, -11, 6, 0, 0
51, -11, 6, 0, 0
52, -11, 6, 0, 0
53, -11, 6, 0, 0
54, -11, 6, 0, 0
55, -11, 6, 0, 0
56, -11, 6, 0, 0
57, -11, 6, 0, 0
58, -11, 6, 0, 0
59, -11, 6, 0, 0
60, -11, 6, 0, 0
61, -11, 6, 0, 1
-56, -10, 6, 0, 1
-55, -10, 6, 0, 0
-54, -10, 6, 0, 0
-53, -10, 6, 0, 0
-52, -10, 6, 0, 0
-51, -10, 6, 0, 0
-50, -10, 6, 0, 0
-49, -10, 6, 0, 0
-48, -10, 6, 0, 0
-47, -10, 6, 0, 0
-46, -10, 6, 0, 0
-45, -10, 6, 0, 0
-44, -10, 6, 0, 0
-43, -10, 6, 0, 0
-42, -10, 6, 0, 0
-41, -10, 6, 0, 0
-40, -10, 6, 0, 0
-39, -10, 6, 0, 0
-38, -10, 6, 0, 0
-37, -10, 6, 0, 0
-36, -10, 6, 0, 0
-35, -10, 6, 0, 0
-34, -10, 6, 0, 0
-33, -10, 6, 0, 0
-32, -10, 6, 0, 0
-31, -10, 6, 0, 0
-30, -10, 6, 0, 0
-29, -10, 6, 0, 0
-28, -10, 6, 0, 0
-27, -10, 6, 0, 0
-26, -10, 6, 0, 0
-25, -10, 6, 0, 0
-24, -10, 6, 0, 0
-23, -10, 6, 0, 0
-22, -10, 6, 0, 0
-21, -10, 6, 0, 0
-20, -10, 6, 0, 0
-19, -10, 6, 0, 0
-18, -10, 6, 0, 0
-17, -10, 6, 0, 0
-16, -10, 6, 0, 0
-15, -10, 6, 0, 0
-14, -10, 6, 0, 1
-13, -10, 6, 0, 1
17, -10, 6, 0, 1
18, -10, 6, 0, 0
19, -10, 6, 0, 0
20, -10, 6, 0, 0
21, -10, 6, 0, 0
22, -10, 6, 0, 1
24, -10, 6, 0, 1
25, -10, 6, 0, 0
26, -10, 6, 0, 0
27, -10, 6, 0, 0
28, -10, 6, 0, 0
29, -10, 6, 0, 0
30, -10, 6, 0, 0
31, -10, 6, 0, 0
32, -10, 6, 0, 0
33, -10, 6, 0, 0
34, -10, 6, 0, 0
35, -10, 6, 0, 0
36, -10, 6, 0, 0
37, -10, 6, 0, 0
38, -10, 6, 0, 0
39, -10, 6, 0, 0
40, -10, 6, 0, 0
41, -10, 6, 0, 0
42, -10, 6, 0, 0
43, -10, 6, 0, 0
44, -10, 6, 0, 0
45, -10, 6, 0, 0
46, -10, 6, 0, 0
47, -10, 6, 0, 0
48, -10, 6, 0, 0
49, -10, 6, 0, 0
50, -10, 6, 0, 0
51, -10, 6, 0, 0
52, -10, 6, 0, 0
53, -10, 6, 0, 0
54, -10, 6, 0, 0
55, -10, 6, 0, 0
56, -10, 6, 0, 0
57, -10, 6, 0, 0
58, -10, 6, 0, 0
59, -10, 6, 0, 0
60, -10, 6, 0, 0
61, -10, 6, 0, 1
-57, -9, 6, 0, 1
-56, -9, 6, 0, 0
-55, -9, 6, 0, 0
-54, -9, 6, 0, 0
-53, -9, 6, 0, 0
-52, -9, 6, 0, 0
-51, -9, 6, 0, 0
-50, -9, 6, 0, 0
-49, -9, 6, 0, 0
-48, -9, 6, 0, 0
-47, -9, 6, 0, 0
-46, -9, 6, 0, 0
-45, -9, 6, 0, 0
-44, -9, 6, 0, 0
-43, -9, 6, 0, 0
-42, -9, 6, 0, 0
-41, -9, 6, 0, 0
-40, -9, 6, 0, 0
-39, -9, 6, 0, 0
-38, -9, 6, 0, 0
-37, -9, 6, 0, 0
-36, -9, 6, 0, 0
-35, -9, 6, 0, 0
-34, -9, 6, 0, 0
-33, -9, 6, 0, 0
-32, -9, 6, 0, 0
-31, -9, 6, 0, 0
-30, -9, 6, 0, 0
-29, -9, 6, 0, 0
-28, -9, 6, 0, 0
-27, -9, 6, 0, 0
-26, -9, 6, 0, 0
-25, -9, 6, 0, 0
-24, -9, 6, 0, 0
-23, -9, 6, 0, 0
-22, -9, 6, 0, 0
-21, -9, 6, 0, 0
-20, -9, 6, 0, 0
-19, -9, 6, 0, 0
-18, -9, 6, 0, 0
-17, -9, 6, 0, 0
-16, -9, 6, 0, 0
-15, -9, 6, 0, 0
-14, -9, 6, 0, 1
-13, -9, 6, 0, 1
16, -9, 6, 0, 1
17, -9, 6, 0, 0
18, -9, 6, 0, 0
19, -9, 6, 0, 0
20, -9, 6, 0, 0
21, -9, 6, 0, 0
22, -9, 6, 0, 1
23, -9, 6, 0, 1
24, -9, 6, 0, 0
25, -9, 6, 0, 0
26, -9, 6, 0, 0
27, -9, 6, 0, 0
28, -9, 6, 0, 0
29, -9, 6, 0, 0
30, -9, 6, 0, 0
31, -9, 6, 0, 0
32, -9, 6, 0, 0
33, -9, 6, 0, 0
34, -9, 6, 0, 0
35, -9, 6, 0, 0
36, -9, 6, 0, 0
37, -9, 6, 0, 0
38, -9, 6, 0, 0
39, -9, 6, 0, 0
40, -9, 6, 0, 0
41, -9, 6, 0, 0
42, -9, 6, 0, 0
43, -9, 6, 0, 0
44, -9, 6, 0, 0
45, -9, 6, 0, 0
46, -9, 6, 0, 0
47, -9, 6, 0, 0
48, -9, 6, 0, 0
49, -9, 6, 0, 0
50, -9, 6, 0, 0
51, -9, 6, 0, 0
52, -9, 6, 0, 0
53, -9, 6, 0, 0
54, -9, 6, 0, 0
55, -9, 6, 0, 0
56, -9, 6, 0, 0
57, -9, 6, 0, 0
58, -9, 6, 0, 0
59, -9, 6, 0, 0
60, -9, 6, 0, 0
61, -9, 6, 0, 1
-58, -8, 6, 0, 1
-57, -8, 6, 0, 0
-56, -8, 6, 0, 0
-55, -8, 6, 0, 0
-54, -8, 6, 0, 0
-53, -8, 6, 0, 0
-52, -8, 6, 0, 0
-51, -8, 6, 0, 0
-50, -8, 6, 0, 0
-49, -8, 6, 0, 0
-48, -8, 6, 0, 0
-47, -8, 6, 0, 0
-46, -8, 6, 0, 0
-45, -8, 6, 0, 0
-44, -8, 6, 0, 0
-43, -8, 6, 0, 0
-42, -8, 6, 0, 0
-41, -8, 6, 0, 0
-40, -8, 6, 0, 0
-39, -8, 6, 0, 0
-38, -8, 6, 0, 0
-37, -8, 6, 0, 0
-36, -8, 6, 0, 0
-35, -8, 6, 0, 0
-34, -8, 6, 0, 0
-33, -8, 6, 0, 0
-32, -8, 6, 0, 0
-31, -8, 6, 0, 0
-30, -8, 6, 0, 0
-29, -8, 6, 0, 0
-28, -8, 6, 0, 0
-27, -8, 6, 0, 0
-26, -8, 6, 0, 0
-25, -8, 6, 0, 0
-24, -8, 6, 0, 0
-23, -8, 6, 0, 0
-22, -8, 6, 0, 0
-21, -8, 6, 0, 0
-20, -8, 6, 0, 0
-19, -8, 6, 0, 0
-18, -8, 6, 0, 0
-17, -8, 6, 0, 0
-16, -8, 6, 0, 0
-15, -8, 6, 0, 0
-14, -8, 6, 0, 1
15, -8, 6, 0, 1
16, -8, 6, 0, 0
17, -8, 6, 0, 0
18, -8, 6, 0, 0
19, -8, 6, 0, 0
20, -8, 6, 0, 0
21, -8, 6, 0, 1
23, -8, 6, 0, 1
24, -8, 6, 0, 0
25, -8, 6, 0, 0
26, -8, 6, 0, 0
27, -8, 6, 0, 0
28, -8, 6, 0, 0
29, -8, 6, 0, 0
30, -8, 6, 0, 0
31, -8, 6, 0, 0
32, -8, 6, 0, 0
33, -8, 6, 0, 0
34, -8, 6, 0, 0
35, -8, 6, 0, 0
36, -8, 6, 0, 0
37, -8, 6, 0, 0
38, -8, 6, 0, 0
39, -8, 6, 0, 0
40, -8, 6, 0, 0
41, -8, 6, 0, 0
42, -8, 6, 0, 0
43, -8, 6, 0, 0
44, -8, 6, 0, 0
45, -8, 6, 0, 0
46, -8, 6, 0, 0
47, -8, 6, 0, 0
48, -8, 6, 0, 0
49, -8, 6, 0, 0
50, -8, 6, 0, 0
51, -8, 6, 0, 0
52, -8, 6, 0, 0
53, -8, 6, 0, 0
54, -8, 6, 0, 0
55, -8, 6, 0, 0
56, -8, 6, 0, 0
57, -8, 6, 0, 0
58, -8, 6, 0, 0
59, -8, 6, 0, 0
60, -8, 6, 0, 0
61, -8, 6, 0, 1
-58, -7, 6, 0, 1
-57, -7, 6, 0, 0
-56, -7, 6, 0, 0
-55, -7, 6, 0, 0
-54, -7, 6, 0, 0
-53, -7, 6, 0, 0
-52, -7, 6, 0, 0
-51, -7, 6, 0, 0
-50, -7, 6, 0, 0
-49, -7, 6, 0, 0
-48, -7, 6, 0, 0
-47, -7, 6, 0, 0
-46, -7, 6, 0, 0
-45, -7, 6, 0, 0
-44, -7, 6, 0, 0
-43, -7, 6, 0, 0
-42, -7, 6, 0, 0
-41, -7, 6, 0, 0
-40, -7, 6, 0, 0
-39, -7, 6, 0, 0
-38, -7, 6, 0, 0
-37, -7, 6, 0, 0
-36, -7, 6, 0, 0
-35, -7, 6, 0, 0
-34, -7, 6, 0, 0
-33, -7, 6, 0, 0
-32, -7, 6, 0, 0
-31, -7, 6, 0, 0
-30, -7, 6, 0, 0
-29, -7, 6, 0, 0
-28, -7, 6, 0, 0
-27, -7, 6, 0, 0
-26, -7, 6, 0, 0
-25, -7, 6, 0, 0
-24, -7, 6, 0, 0
-23, -7, 6, 0, 0
-22, -7, 6, 0, 0
-21, -7, 6, 0, 0
-20, -7, 6, 0, 0
-19, -7, 6, 0, 0
-18, -7, 6, 0, 0
-17, -7, 6, 0, 0
-16, -7, 6, 0, 0
-15, -7, 6, 0, 0
-14, -7, 6, 0, 1
14, -7, 6, 0, 1
15, -7, 6, 0, 0
16, -7, 6, 0, 0
17, -7, 6, 0, 0
18, -7, 6, 0, 0
19, -7, 6, 0, 0
20, -7, 6, 0, 0
21, -7, 6, 0, 1
22, -7, 6, 0, 1
23, -7, 6, 0, 0
24, -7, 6, 0, 0
25, -7, 6, 0, 0
26, -7, 6, 0, 0
27, -7, 6, 0, 0
28, -7, 6, 0, 0
29, -7, 6, 0, 0
30, -7, 6, 0, 0
31, -7, 6, 0, 0
32, -7, 6, 0, 0
33, -7, 6, 0, 0
34, -7, 6, 0, 0
35, -7, 6, 0, 0
36, -7, 6, 0, 0
37, -7, 6, 0, 0
38, -7, 6, 0, 0
39, -7, 6, 0, 0
40, -7, 6, 0, 0
41, -7, 6, 0, 0
42, -7, 6, 0, 0
43, -7, 6, 0, 0
44, -7, 6, 0, 0
45, -7, 6, 0, 0
46, -7, 6, 0, 0
47, -7, 6, 0, 0
48, -7, 6, 0, 0
49, -7, 6, 0, 0
50, -7, 6, 0, 0
51, -7, 6, 0, 0
52, -7, 6, 0, 0
53, -7, 6, 0, 0
54, -7, 6, 0, 0
55, -7, 6, 0, 0
56, -7, 6, 0, 0
57, -7, 6, 0, 0
58, -7, 6, 0, 0
59, -7, 6, 0, 0
60, -7, 6, 0, 1
-59, -6, 6, 0, 1
-58, -6, 6, 0, 0
-57, -6, 6, 0, 0
-56, -6, 6, 0, 0
-55, -6, 6, 0, 0
-54, -6, 6, 0, 0
-53, -6, 6, 0, 0
-52, -6, 6, 0, 0
-51, -6, 6, 0, 0
-50, -6, 6, 0, 0
-49, -6, 6, 0, 0
-48, -6, 6, 0, 0
-47, -6, 6, 0, 0
-46, -6, 6, 0, 0
-45, -6, 6, 0, 0
-44, -6, 6, 0, 0
-43, -6, 6, 0, 0
-42, -6, 6, 0, 0
-41, -6, 6, 0, 0
-40, -6, 6, 0, 0
-39, -6, 6, 0, 0
-38, -6, 6, 0, 0
-37, -6, 6, 0, 0
-36, -6, 6, 0, 0
-35, -6, 6, 0, 0
-34, -6, 6, 0, 0
-33, -6, 6, 0, 0
-32, -6, 6, 0, 0
-31, -6, 6, 0, 0
-30, -6, 6, 0, 0
-29, -6, 6, 0, 0
-28, -6, 6, 0, 0
-27, -6, 6, 0, 0
-26, -6, 6, 0, 0
-25, -6, 6, 0, 0
-24, -6, 6, 0, 0
-23, -6, 6, 0, 0
-22, -6, 6, 0, 0
-21, -6, 6, 0, 0
-20, -6, 6, 0, 0
-19, -6, 6, 0, 0
-18, -6, 6, 0, 0
-17, -6, 6, 0, 0
-16, -6, 6, 0, 0
-15, -6, 6, 0, 1
14, -6, 6, 0, 1
15, -6, 6, 0, 0
