i_max, j_max, k_max
6000, 6000, 300

Extrema { x_min: -24.87702, x_max: 24.877022, y_min: -4.944555, y_max: 4.944555, z_min: -2.9968526, z_max: 3.9958036 }

ExtremaIJK { x_min: IJK { i: 2936, j: 3006, k: 150 }, x_max: IJK { i: 3060, j: 3001, k: 151 }, y_min: IJK { i: 2955, j: 2985, k: 147 }, y_max: IJK { i: 2943, j: 3015, k: 141 }, z_min: IJK { i: 2953, j: 2995, k: 141 }, z_max: IJK { i: 3014, j: 3001, k: 162 } }

Stacking pos:
[-144, -143, -142, -141, -140, -139, -138, -137, -136, -135, -134, -133, -132, -131, -130, -129, -128, -127, -126, -125, -124, -123, -122, -121, -120, -119, -118, -117, -116, -115, -114, -113, -112, -111, -110, -109, -108, -107, -106, -105, -104, -103, -102, -101, -100, -99, -98, -97, -96, -95, -94, -93, -92, -91, -90, -89, -88, -87, -86, -85, -84, -83, -82, -81, -80, -79, -78, -77, -76, -75, -74, -73, -72, -71, -70, -69, -68, -67, -66, -65, -64, -63, -62, -61, -60, -59, -58, -57, -56, -55, -54, -53, -52, -51, -50, -49, -48, -47, -46, -45, -44, -43, -42, -41, -40, -39, -38, -37, -36, -35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 2, 1, 0, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147]

Stacking shift_j:
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]

Bulk atoms:
a, b, c, d, surface
50, 1, -5, 1, 0
51, 1, -5, 1, 0
52, 1, -5, 1, 0
53, 1, -5, 1, 0
54, 1, -5, 1, 1
56, 1, -5, 1, 1
57, 1, -5, 1, 0
58, 1, -5, 1, 0
59, 1, -5, 1, 0
60, 1, -5, 1, 0
61, 1, -5, 1, 0
62, 1, -5, 1, 0
63, 1, -5, 1, 1
-59, 2, -5, 1, 1
-58, 2, -5, 1, 0
-57, 2, -5, 1, 0
-56, 2, -5, 1, 0
-55, 2, -5, 1, 0
-54, 2, -5, 1, 0
-53, 2, -5, 1, 0
-52, 2, -5, 1, 0
-51, 2, -5, 1, 0
-50, 2, -5, 1, 0
-49, 2, -5, 1, 0
-48, 2, -5, 1, 0
-47, 2, -5, 1, 0
-46, 2, -5, 1, 0
-45, 2, -5, 1, 0
-44, 2, -5, 1, 0
-43, 2, -5, 1, 0
-42, 2, -5, 1, 0
-41, 2, -5, 1, 0
-40, 2, -5, 1, 0
-39, 2, -5, 1, 0
-38, 2, -5, 1, 0
-37, 2, -5, 1, 0
-36, 2, -5, 1, 0
-35, 2, -5, 1, 0
-34, 2, -5, 1, 0
-33, 2, -5, 1, 0
-32, 2, -5, 1, 0
-31, 2, -5, 1, 0
-30, 2, -5, 1, 0
-29, 2, -5, 1, 0
-28, 2, -5, 1, 0
-27, 2, -5, 1, 0
-26, 2, -5, 1, 0
-25, 2, -5, 1, 0
-24, 2, -5, 1, 0
-23, 2, -5, 1, 0
-22, 2, -5, 1, 0
-21, 2, -5, 1, 0
-20, 2, -5, 1, 0
-19, 2, -5, 1, 0
-18, 2, -5, 1, 0
-17, 2, -5, 1, 0
-16, 2, -5, 1, 0
-15, 2, -5, 1, 0
-14, 2, -5, 1, 0
-13, 2, -5, 1, 0
-12, 2, -5, 1, 0
-11, 2, -5, 1, 1
14, 2, -5, 1, 1
15, 2, -5, 1, 0
16, 2, -5, 1, 0
17, 2, -5, 1, 0
18, 2, -5, 1, 0
19, 2, -5, 1, 0
20, 2, -5, 1, 0
21, 2, -5, 1, 0
22, 2, -5, 1, 1
23, 2, -5, 1, 1
24, 2, -5, 1, 0
25, 2, -5, 1, 0
26, 2, -5, 1, 0
27, 2, -5, 1, 0
28, 2, -5, 1, 0
29, 2, -5, 1, 0
30, 2, -5, 1, 0
31, 2, -5, 1, 0
32, 2, -5, 1, 0
33, 2, -5, 1, 0
34, 2, -5, 1, 0
35, 2, -5, 1, 0
36, 2, -5, 1, 0
37, 2, -5, 1, 0
38, 2, -5, 1, 0
39, 2, -5, 1, 0
40, 2, -5, 1, 0
41, 2, -5, 1, 0
42, 2, -5, 1, 0
43, 2, -5, 1, 0
44, 2, -5, 1, 0
45, 2, -5, 1, 0
46, 2, -5, 1, 0
47, 2, -5, 1, 0
48, 2, -5, 1, 0
49, 2, -5, 1, 0
50, 2, -5, 1, 0
51, 2, -5, 1, 0
52, 2, -5, 1, 0
53, 2, -5, 1, 0
54, 2, -5, 1, 1
55, 2, -5, 1, 1
56, 2, -5, 1, 0
57, 2, -5, 1, 0
58, 2, -5, 1, 0
59, 2, -5, 1, 0
60, 2, -5, 1, 0
61, 2, -5, 1, 0
62, 2, -5, 1, 1
-59, 3, -5, 1, 1
-58, 3, -5, 1, 0
-57, 3, -5, 1, 0
-56, 3, -5, 1, 0
-55, 3, -5, 1, 0
-54, 3, -5, 1, 0
-53, 3, -5, 1, 0
-52, 3, -5, 1, 0
-51, 3, -5, 1, 0
-50, 3, -5, 1, 0
-49, 3, -5, 1, 0
-48, 3, -5, 1, 0
-47, 3, -5, 1, 0
-46, 3, -5, 1, 0
-45, 3, -5, 1, 0
-44, 3, -5, 1, 0
-43, 3, -5, 1, 0
-42, 3, -5, 1, 0
-41, 3, -5, 1, 0
-40, 3, -5, 1, 0
-39, 3, -5, 1, 0
-38, 3, -5, 1, 0
-37, 3, -5, 1, 0
-36, 3, -5, 1, 0
-35, 3, -5, 1, 0
-34, 3, -5, 1, 0
-33, 3, -5, 1, 0
-32, 3, -5, 1, 0
-31, 3, -5, 1, 0
-30, 3, -5, 1, 0
-29, 3, -5, 1, 0
-28, 3, -5, 1, 0
-27, 3, -5, 1, 0
-26, 3, -5, 1, 0
-25, 3, -5, 1, 0
-24, 3, -5, 1, 0
-23, 3, -5, 1, 0
-22, 3, -5, 1, 0
-21, 3, -5, 1, 0
-20, 3, -5, 1, 0
-19, 3, -5, 1, 0
-18, 3, -5, 1, 0
-17, 3, -5, 1, 0
-16, 3, -5, 1, 0
-15, 3, -5, 1, 0
-14, 3, -5, 1, 0
-13, 3, -5, 1, 0
-12, 3, -5, 1, 1
14, 3, -5, 1, 1
15, 3, -5, 1, 0
16, 3, -5, 1, 0
17, 3, -5, 1, 0
18, 3, -5, 1, 0
19, 3, -5, 1, 0
20, 3, -5, 1, 0
21, 3, -5, 1, 1
23, 3, -5, 1, 1
24, 3, -5, 1, 0
25, 3, -5, 1, 0
26, 3, -5, 1, 0
27, 3, -5, 1, 0
28, 3, -5, 1, 0
29, 3, -5, 1, 0
30, 3, -5, 1, 0
31, 3, -5, 1, 0
32, 3, -5, 1, 0
33, 3, -5, 1, 0
34, 3, -5, 1, 0
35, 3, -5, 1, 0
36, 3, -5, 1, 0
37, 3, -5, 1, 0
38, 3, -5, 1, 0
39, 3, -5, 1, 0
40, 3, -5, 1, 0
41, 3, -5, 1, 0
42, 3, -5, 1, 0
43, 3, -5, 1, 0
44, 3, -5, 1, 0
45, 3, -5, 1, 0
46, 3, -5, 1, 0
47, 3, -5, 1, 0
48, 3, -5, 1, 0
49, 3, -5, 1, 0
50, 3, -5, 1, 0
51, 3, -5, 1, 0
52, 3, -5, 1, 0
53, 3, -5, 1, 1
55, 3, -5, 1, 1
56, 3, -5, 1, 0
57, 3, -5, 1, 0
58, 3, -5, 1, 0
59, 3, -5, 1, 0
60, 3, -5, 1, 0
61, 3, -5, 1, 0
62, 3, -5, 1, 1
-60, 4, -5, 1, 1
-59, 4, -5, 1, 0
-58, 4, -5, 1, 0
-57, 4, -5, 1, 0
-56, 4, -5, 1, 0
-55, 4, -5, 1, 0
-54, 4, -5, 1, 0
-53, 4, -5, 1, 0
-52, 4, -5, 1, 0
-51, 4, -5, 1, 0
-50, 4, -5, 1, 0
-49, 4, -5, 1, 0
-48, 4, -5, 1, 0
-47, 4, -5, 1, 0
-46, 4, -5, 1, 0
-45, 4, -5, 1, 0
-44, 4, -5, 1, 0
-43, 4, -5, 1, 0
-42, 4, -5, 1, 0
-41, 4, -5, 1, 0
-40, 4, -5, 1, 0
-39, 4, -5, 1, 0
-38, 4, -5, 1, 0
-37, 4, -5, 1, 0
-36, 4, -5, 1, 0
-35, 4, -5, 1, 0
-34, 4, -5, 1, 0
-33, 4, -5, 1, 0
-32, 4, -5, 1, 0
-31, 4, -5, 1, 0
-30, 4, -5, 1, 0
-29, 4, -5, 1, 0
-28, 4, -5, 1, 0
-27, 4, -5, 1, 0
-26, 4, -5, 1, 0
-25, 4, -5, 1, 0
-24, 4, -5, 1, 0
-23, 4, -5, 1, 0
-22, 4, -5, 1, 0
-21, 4, -5, 1, 0
-20, 4, -5, 1, 0
-19, 4, -5, 1, 0
-18, 4, -5, 1, 0
-17, 4, -5, 1, 0
-16, 4, -5, 1, 0
-15, 4, -5, 1, 0
-14, 4, -5, 1, 0
-13, 4, -5, 1, 0
-12, 4, -5, 1, 1
13, 4, -5, 1, 1
14, 4, -5, 1, 0
15, 4, -5, 1, 0
16, 4, -5, 1, 0
17, 4, -5, 1, 0
18, 4, -5, 1, 0
19, 4, -5, 1, 0
20, 4, -5, 1, 0
21, 4, -5, 1, 1
22, 4, -5, 1, 1
23, 4, -5, 1, 0
24, 4, -5, 1, 0
25, 4, -5, 1, 0
26, 4, -5, 1, 0
27, 4, -5, 1, 0
28, 4, -5, 1, 0
29, 4, -5, 1, 0
30, 4, -5, 1, 0
31, 4, -5, 1, 0
32, 4, -5, 1, 0
33, 4, -5, 1, 0
34, 4, -5, 1, 0
35, 4, -5, 1, 0
36, 4, -5, 1, 0
37, 4, -5, 1, 0
38, 4, -5, 1, 0
39, 4, -5, 1, 0
40, 4, -5, 1, 0
41, 4, -5, 1, 0
42, 4, -5, 1, 0
43, 4, -5, 1, 0
44, 4, -5, 1, 0
45, 4, -5, 1, 0
46, 4, -5, 1, 0
47, 4, -5, 1, 0
48, 4, -5, 1, 0
49, 4, -5, 1, 0
50, 4, -5, 1, 0
51, 4, -5, 1, 0
52, 4, -5, 1, 0
53, 4, -5, 1, 1
54, 4, -5, 1, 1
55, 4, -5, 1, 0
56, 4, -5, 1, 0
57, 4, -5, 1, 0
58, 4, -5, 1, 0
59, 4, -5, 1, 0
60, 4, -5, 1, 0
61, 4, -5, 1, 1
-60, 5, -5, 1, 1
-59, 5, -5, 1, 0
-58, 5, -5, 1, 0
-57, 5, -5, 1, 0
-56, 5, -5, 1, 0
-55, 5, -5, 1, 0
-54, 5, -5, 1, 0
-53, 5, -5, 1, 0
-52, 5, -5, 1, 0
-51, 5, -5, 1, 0
-50, 5, -5, 1, 0
-49, 5, -5, 1, 0
-48, 5, -5, 1, 0
-47, 5, -5, 1, 0
-46, 5, -5, 1, 0
-45, 5, -5, 1, 0
-44, 5, -5, 1, 0
-43, 5, -5, 1, 0
-42, 5, -5, 1, 0
-41, 5, -5, 1, 0
-40, 5, -5, 1, 0
-39, 5, -5, 1, 0
-38, 5, -5, 1, 0
-37, 5, -5, 1, 0
-36, 5, -5, 1, 0
-35, 5, -5, 1, 0
-34, 5, -5, 1, 0
-33, 5, -5, 1, 0
-32, 5, -5, 1, 0
-31, 5, -5, 1, 0
-30, 5, -5, 1, 0
-29, 5, -5, 1, 0
-28, 5, -5, 1, 0
-27, 5, -5, 1, 0
-26, 5, -5, 1, 0
-25, 5, -5, 1, 0
-24, 5, -5, 1, 0
-23, 5, -5, 1, 0
-22, 5, -5, 1, 0
-21, 5, -5, 1, 0
-20, 5, -5, 1, 0
-19, 5, -5, 1, 0
-18, 5, -5, 1, 0
-17, 5, -5, 1, 0
-16, 5, -5, 1, 0
-15, 5, -5, 1, 0
-14, 5, -5, 1, 0
-13, 5, -5, 1, 1
13, 5, -5, 1, 1
14, 5, -5, 1, 0
15, 5, -5, 1, 0
16, 5, -5, 1, 0
17, 5, -5, 1, 0
18, 5, -5, 1, 0
19, 5, -5, 1, 0
20, 5, -5, 1, 1
22, 5, -5, 1, 1
23, 5, -5, 1, 0
24, 5, -5, 1, 0
25, 5, -5, 1, 0
26, 5, -5, 1, 0
27, 5, -5, 1, 0
28, 5, -5, 1, 0
29, 5, -5, 1, 0
30, 5, -5, 1, 0
31, 5, -5, 1, 0
32, 5, -5, 1, 0
33, 5, -5, 1, 0
34, 5, -5, 1, 0
35, 5, -5, 1, 0
36, 5, -5, 1, 0
37, 5, -5, 1, 0
38, 5, -5, 1, 0
39, 5, -5, 1, 0
40, 5, -5, 1, 0
41, 5, -5, 1, 0
42, 5, -5, 1, 0
43, 5, -5, 1, 0
44, 5, -5, 1, 0
45, 5, -5, 1, 0
46, 5, -5, 1, 0
47, 5, -5, 1, 0
48, 5, -5, 1, 0
49, 5, -5, 1, 0
50, 5, -5, 1, 0
51, 5, -5, 1, 0
52, 5, -5, 1, 1
54, 5, -5, 1, 1
55, 5, -5, 1, 0
56, 5, -5, 1, 0
57, 5, -5, 1, 0
58, 5, -5, 1, 0
59, 5, -5, 1, 0
60, 5, -5, 1, 0
61, 5, -5, 1, 1
-61, 6, -5, 1, 1
-60, 6, -5, 1, 0
-59, 6, -5, 1, 0
-58, 6, -5, 1, 0
-57, 6, -5, 1, 0
-56, 6, -5, 1, 0
-55, 6, -5, 1, 0
-54, 6, -5, 1, 0
-53, 6, -5, 1, 0
-52, 6, -5, 1, 0
-51, 6, -5, 1, 0
-50, 6, -5, 1, 0
-49, 6, -5, 1, 0
-48, 6, -5, 1, 0
-47, 6, -5, 1, 0
-46, 6, -5, 1, 0
-45, 6, -5, 1, 0
-44, 6, -5, 1, 0
-43, 6, -5, 1, 0
-42, 6, -5, 1, 0
-41, 6, -5, 1, 0
-40, 6, -5, 1, 0
-39, 6, -5, 1, 0
-38, 6, -5, 1, 0
-37, 6, -5, 1, 0
-36, 6, -5, 1, 0
-35, 6, -5, 1, 0
-34, 6, -5, 1, 0
-33, 6, -5, 1, 0
-32, 6, -5, 1, 0
-31, 6, -5, 1, 0
-30, 6, -5, 1, 0
-29, 6, -5, 1, 0
-28, 6, -5, 1, 0
-27, 6, -5, 1, 0
-26, 6, -5, 1, 0
-25, 6, -5, 1, 0
-24, 6, -5, 1, 0
-23, 6, -5, 1, 0
-22, 6, -5, 1, 0
-21, 6, -5, 1, 0
-20, 6, -5, 1, 0
-19, 6, -5, 1, 0
-18, 6, -5, 1, 0
-17, 6, -5, 1, 0
-16, 6, -5, 1, 0
-15, 6, -5, 1, 0
-14, 6, -5, 1, 0
-13, 6, -5, 1, 1
12, 6, -5, 1, 1
13, 6, -5, 1, 0
14, 6, -5, 1, 0
15, 6, -5, 1, 0
16, 6, -5, 1, 0
17, 6, -5, 1, 0
18, 6, -5, 1, 0
19, 6, -5, 1, 0
20, 6, -5, 1, 1
21, 6, -5, 1, 1
22, 6, -5, 1, 0
23, 6, -5, 1, 0
24, 6, -5, 1, 0
25, 6, -5, 1, 0
26, 6, -5, 1, 0
27, 6, -5, 1, 0
28, 6, -5, 1, 0
29, 6, -5, 1, 0
30, 6, -5, 1, 0
31, 6, -5, 1, 0
32, 6, -5, 1, 0
33, 6, -5, 1, 0
34, 6, -5, 1, 0
35, 6, -5, 1, 0
36, 6, -5, 1, 0
37, 6, -5, 1, 0
38, 6, -5, 1, 0
39, 6, -5, 1, 0
40, 6, -5, 1, 0
41, 6, -5, 1, 0
42, 6, -5, 1, 0
43, 6, -5, 1, 0
44, 6, -5, 1, 0
45, 6, -5, 1, 0
46, 6, -5, 1, 0
47, 6, -5, 1, 0
48, 6, -5, 1, 0
49, 6, -5, 1, 0
50, 6, -5, 1, 0
51, 6, -5, 1, 0
52, 6, -5, 1, 1
53, 6, -5, 1, 1
54, 6, -5, 1, 0
55, 6, -5, 1, 0
56, 6, -5, 1, 0
57, 6, -5, 1, 0
58, 6, -5, 1, 0
59, 6, -5, 1, 0
60, 6, -5, 1, 1
-61, 7, -5, 1, 1
-60, 7, -5, 1, 0
-59, 7, -5, 1, 0
-58, 7, -5, 1, 0
-57, 7, -5, 1, 0
-56, 7, -5, 1, 0
-55, 7, -5, 1, 1
-54, 7, -5, 1, 1
-53, 7, -5, 1, 1
-52, 7, -5, 1, 1
-51, 7, -5, 1, 1
-50, 7, -5, 1, 1
-49, 7, -5, 1, 1
-48, 7, -5, 1, 1
-47, 7, -5, 1, 1
-46, 7, -5, 1, 1
-45, 7, -5, 1, 1
-44, 7, -5, 1, 1
-43, 7, -5, 1, 1
-42, 7, -5, 1, 1
-41, 7, -5, 1, 1
-40, 7, -5, 1, 1
-39, 7, -5, 1, 1
-38, 7, -5, 1, 1
-37, 7, -5, 1, 1
-36, 7, -5, 1, 1
-35, 7, -5, 1, 1
-34, 7, -5, 1, 1
-33, 7, -5, 1, 1
-32, 7, -5, 1, 1
-31, 7, -5, 1, 1
-30, 7, -5, 1, 1
-29, 7, -5, 1, 1
-28, 7, -5, 1, 1
-27, 7, -5, 1, 1
-26, 7, -5, 1, 1
-25, 7, -5, 1, 1
-24, 7, -5, 1, 1
-23, 7, -5, 1, 1
-22, 7, -5, 1, 1
-21, 7, -5, 1, 1
-20, 7, -5, 1, 0
-19, 7, -5, 1, 0
-18, 7, -5, 1, 0
-17, 7, -5, 1, 0
-16, 7, -5, 1, 0
-15, 7, -5, 1, 0
-14, 7, -5, 1, 1
12, 7, -5, 1, 1
13, 7, -5, 1, 0
14, 7, -5, 1, 0
15, 7, -5, 1, 0
16, 7, -5, 1, 0
17, 7, -5, 1, 0
18, 7, -5, 1, 0
19, 7, -5, 1, 1
21, 7, -5, 1, 1
22, 7, -5, 1, 0
23, 7, -5, 1, 0
24, 7, -5, 1, 0
25, 7, -5, 1, 0
26, 7, -5, 1, 0
27, 7, -5, 1, 0
28, 7, -5, 1, 0
29, 7, -5, 1, 0
30, 7, -5, 1, 0
31, 7, -5, 1, 0
32, 7, -5, 1, 0
33, 7, -5, 1, 0
34, 7, -5, 1, 0
35, 7, -5, 1, 0
36, 7, -5, 1, 0
37, 7, -5, 1, 0
38, 7, -5, 1, 0
39, 7, -5, 1, 0
40, 7, -5, 1, 0
41, 7, -5, 1, 0
42, 7, -5, 1, 0
43, 7, -5, 1, 0
44, 7, -5, 1, 0
45, 7, -5, 1, 0
46, 7, -5, 1, 0
47, 7, -5, 1, 0
48, 7, -5, 1, 0
49, 7, -5, 1, 0
50, 7, -5, 1, 0
51, 7, -5, 1, 0
52, 7, -5, 1, 0
53, 7, -5, 1, 0
54, 7, -5, 1, 0
55, 7, -5, 1, 0
56, 7, -5, 1, 0
57, 7, -5, 1, 0
58, 7, -5, 1, 0
59, 7, -5, 1, 0
60, 7, -5, 1, 1
-62, 8, -5, 1, 1
-61, 8, -5, 1, 0
-60, 8, -5, 1, 0
-59, 8, -5, 1, 0
-58, 8, -5, 1, 0
-57, 8, -5, 1, 0
-56, 8, -5, 1, 0
-55, 8, -5, 1, 1
-54, 8, -5, 1, 1
-53, 8, -5, 1, 1
-52, 8, -5, 1, 1
-51, 8, -5, 1, 1
-50, 8, -5, 1, 1
-49, 8, -5, 1, 1
-48, 8, -5, 1, 1
-47, 8, -5, 1, 1
-46, 8, -5, 1, 1
-45, 8, -5, 1, 1
-44, 8, -5, 1, 1
-43, 8, -5, 1, 1
-42, 8, -5, 1, 1
-41, 8, -5, 1, 1
-40, 8, -5, 1, 1
-39, 8, -5, 1, 1
-38, 8, -5, 1, 1
-37, 8, -5, 1, 1
-36, 8, -5, 1, 1
-35, 8, -5, 1, 1
-34, 8, -5, 1, 1
-33, 8, -5, 1, 1
-32, 8, -5, 1, 1
-31, 8, -5, 1, 1
-30, 8, -5, 1, 1
-29, 8, -5, 1, 1
-28, 8, -5, 1, 1
-27, 8, -5, 1, 1
-26, 8, -5, 1, 1
-25, 8, -5, 1, 1
-24, 8, -5, 1, 1
-23, 8, -5, 1, 1
-22, 8, -5, 1, 1
-21, 8, -5, 1, 0
-20, 8, -5, 1, 0
-19, 8, -5, 1, 0
-18, 8, -5, 1, 0
-17, 8, -5, 1, 0
-16, 8, -5, 1, 0
-15, 8, -5, 1, 0
-14, 8, -5, 1, 1
11, 8, -5, 1, 1
12, 8, -5, 1, 0
13, 8, -5, 1, 0
14, 8, -5, 1, 0
15, 8, -5, 1, 0
16, 8, -5, 1, 0
17, 8, -5, 1, 0
18, 8, -5, 1, 0
19, 8, -5, 1, 1
20, 8, -5, 1, 1
21, 8, -5, 1, 0
22, 8, -5, 1, 0
23, 8, -5, 1, 0
24, 8, -5, 1, 0
25, 8, -5, 1, 0
26, 8, -5, 1, 0
27, 8, -5, 1, 0
28, 8, -5, 1, 0
29, 8, -5, 1, 0
30, 8, -5, 1, 0
31, 8, -5, 1, 0
32, 8, -5, 1, 0
33, 8, -5, 1, 0
34, 8, -5, 1, 0
35, 8, -5, 1, 0
36, 8, -5, 1, 0
37, 8, -5, 1, 0
38, 8, -5, 1, 0
39, 8, -5, 1, 0
40, 8, -5, 1, 0
41, 8, -5, 1, 0
42, 8, -5, 1, 0
43, 8, -5, 1, 0
44, 8, -5, 1, 0
45, 8, -5, 1, 0
46, 8, -5, 1, 0
47, 8, -5, 1, 0
48, 8, -5, 1, 0
49, 8, -5, 1, 0
50, 8, -5, 1, 0
51, 8, -5, 1, 0
52, 8, -5, 1, 0
53, 8, -5, 1, 0
54, 8, -5, 1, 0
55, 8, -5, 1, 0
56, 8, -5, 1, 0
57, 8, -5, 1, 0
58, 8, -5, 1, 0
59, 8, -5, 1, 1
-63, 9, -5, 1, 1
-62, 9, -5, 1, 0
-61, 9, -5, 1, 0
-60, 9, -5, 1, 0
-59, 9, -5, 1, 0
-58, 9, -5, 1, 0
-57, 9, -5, 1, 0
-56, 9, -5, 1, 0
-55, 9, -5, 1, 0
-54, 9, -5, 1, 0
-53, 9, -5, 1, 0
-52, 9, -5, 1, 0
-51, 9, -5, 1, 0
-50, 9, -5, 1, 0
-49, 9, -5, 1, 0
-48, 9, -5, 1, 0
-47, 9, -5, 1, 0
-46, 9, -5, 1, 0
-45, 9, -5, 1, 0
-44, 9, -5, 1, 0
-43, 9, -5, 1, 0
-42, 9, -5, 1, 0
-41, 9, -5, 1, 0
-40, 9, -5, 1, 0
-39, 9, -5, 1, 0
-38, 9, -5, 1, 0
-37, 9, -5, 1, 0
-36, 9, -5, 1, 0
-35, 9, -5, 1, 0
-34, 9, -5, 1, 0
-33, 9, -5, 1, 0
-32, 9, -5, 1, 0
-31, 9, -5, 1, 0
-30, 9, -5, 1, 0
-29, 9, -5, 1, 0
-28, 9, -5, 1, 0
-27, 9, -5, 1, 0
-26, 9, -5, 1, 0
-25, 9, -5, 1, 0
-24, 9, -5, 1, 0
-23, 9, -5, 1, 0
-22, 9, -5, 1, 0
-21, 9, -5, 1, 0
-20, 9, -5, 1, 0
-19, 9, -5, 1, 0
-18, 9, -5, 1, 0
-17, 9, -5, 1, 0
-16, 9, -5, 1, 0
-15, 9, -5, 1, 1
11, 9, -5, 1, 1
12, 9, -5, 1, 0
13, 9, -5, 1, 0
14, 9, -5, 1, 0
15, 9, -5, 1, 0
16, 9, -5, 1, 0
17, 9, -5, 1, 0
18, 9, -5, 1, 1
20, 9, -5, 1, 1
21, 9, -5, 1, 0
22, 9, -5, 1, 0
23, 9, -5, 1, 0
24, 9, -5, 1, 0
25, 9, -5, 1, 0
26, 9, -5, 1, 0
27, 9, -5, 1, 0
28, 9, -5, 1, 0
29, 9, -5, 1, 0
30, 9, -5, 1, 0
31, 9, -5, 1, 0
32, 9, -5, 1, 0
33, 9, -5, 1, 0
34, 9, -5, 1, 0
35, 9, -5, 1, 0
36, 9, -5, 1, 0
37, 9, -5, 1, 0
38, 9, -5, 1, 0
39, 9, -5, 1, 0
40, 9, -5, 1, 0
41, 9, -5, 1, 0
42, 9, -5, 1, 0
43, 9, -5, 1, 0
44, 9, -5, 1, 0
45, 9, -5, 1, 0
46, 9, -5, 1, 0
47, 9, -5, 1, 0
48, 9, -5, 1, 0
49, 9, -5, 1, 0
50, 9, -5, 1, 0
51, 9, -5, 1, 0
52, 9, -5, 1, 0
53, 9, -5, 1, 0
54, 9, -5, 1, 0
55, 9, -5, 1, 0
56, 9, -5, 1, 0
57, 9, -5, 1, 0
58, 9, -5, 1, 1
-63, 10, -5, 1, 1
-62, 10, -5, 1, 0
-61, 10, -5, 1, 0
-60, 10, -5, 1, 0
-59, 10, -5, 1, 0
-58, 10, -5, 1, 0
-57, 10, -5, 1, 0
-56, 10, -5, 1, 0
-55, 10, -5, 1, 0
-54, 10, -5, 1, 0
-53, 10, -5, 1, 0
-52, 10, -5, 1, 0
-51, 10, -5, 1, 0
-50, 10, -5, 1, 0
-49, 10, -5, 1, 0
-48, 10, -5, 1, 0
-47, 10, -5, 1, 0
-46, 10, -5, 1, 0
-45, 10, -5, 1, 0
-44, 10, -5, 1, 0
-43, 10, -5, 1, 0
-42, 10, -5, 1, 0
-41, 10, -5, 1, 0
-40, 10, -5, 1, 0
-39, 10, -5, 1, 0
-38, 10, -5, 1, 0
-37, 10, -5, 1, 0
-36, 10, -5, 1, 0
-35, 10, -5, 1, 0
-34, 10, -5, 1, 0
-33, 10, -5, 1, 0
-32, 10, -5, 1, 0
